"logFC","logCPM","LR","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
2.65895016742111,1.96928635184562,8.42164102694247,0.0037078098941031,0.0186678010724452,"26909","Exo1","exonuclease 1"
-3.13988536033843,-0.493597453523956,8.41973452663193,0.00371169984453353,0.0186814345041426,"259097","Or51e1","olfactory receptor family 51 subfamily E member 1"
-2.17513468432522,0.504990605739108,8.41749024764081,0.00371628430497339,0.0186985536949378,"100504175","Gm20100","predicted gene, 20100"
-3.30441016601296,0.915587061674278,8.41560352354671,0.00372014283224309,0.0187120106049554,"27083","Xlr4b","X-linked lymphocyte-regulated 4B"
-2.34467753277211,1.90519807621038,8.41197898858833,0.00372756678177713,0.0187404225437959,"11864","Arnt2","aryl hydrocarbon receptor nuclear translocator 2"
-1.61605610999268,6.74472747444768,8.4116882072085,0.00372816302693586,0.0187404225437959,"67808","Tprg1l","transformation related protein 63 regulated 1 like"
-2.13559193768132,1.95151726347667,8.40920378373084,0.00373326127625465,0.0187561692737076,"78809","4930562C15Rik","RIKEN cDNA 4930562C15 gene"
-1.56696971030211,6.69263273982771,8.40900513253126,0.00373366923152898,0.0187561692737076,"16553","Kif13a","kinesin family member 13A"
-1.86579582241212,2.31798127930691,8.40753702534651,0.00373668558077106,0.0187653571396587,"666938","Bend4","BEN domain containing 4"
-2.39753120558058,-0.481021640786651,8.40129861482075,0.00374953058592802,0.0188238822681088,"19866","Rnu7","U7 small nuclear RNA"
-2.82633972584373,1.76693220683726,8.39643269765218,0.00375958077178272,0.0188671316629068,"100040671","Gm2897","predicted gene 2897"
-3.20486463281405,-0.992018576670925,8.39597231447328,0.00376053307631969,0.0188671316629068,"75311","4930550C14Rik","RIKEN cDNA 4930550C14 gene"
-1.43080974470407,4.91212258176363,8.39132751223583,0.00377015460486322,0.0189094012615863,"22158","Tulp3","TUB like protein 3"
-2.13021120576098,1.79713693875631,8.38655034551197,0.00378007644298908,0.0189531497795049,"93703","Pcdhgb6","protocadherin gamma subfamily B, 6"
1.84109638237299,6.12997866461466,8.38402369535635,0.00378533485133198,0.0189734957153348,"50784","Plpp2","phospholipid phosphatase 2"
-1.62495983566357,5.59552291107696,8.38279485079108,0.00378789498416828,0.0189745546515222,"53625","B3gnt2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
-2.27301965321112,0.866879478374481,8.38276972421531,0.0037879473503893,0.0189745546515222,"71877","Efhc1","EF-hand domain (C-terminal) containing 1"
-2.32720847418476,7.01679406216435,8.38079634620053,0.00379206236239004,0.0189891487880901,"102693","Phldb1","pleckstrin homology like domain, family B, member 1"
-1.92886419005395,2.21152837476351,8.37903251289853,0.00379574426699526,0.0190015655355062,"232987","B9d2","B9 protein domain 2"
-3.78330815746047,0.103926591549817,8.37770506889975,0.00379851763104397,0.0190094276887331,"320158","Zmat4","zinc finger, matrin type 4"
-2.46678515476348,1.0877982098345,8.3756664697823,0.00380278079078993,0.0190189021933491,"16826","Ldb2","LIM domain binding 2"
-1.60724268666009,5.05744944327426,8.37564883032458,0.00380281770001159,0.0190189021933491,"433586","Maml3","mastermind like transcriptional coactivator 3"
-1.5018678264262,5.67447490567772,8.37385039037664,0.00380658271178118,0.0190200552114594,"29809","Rabgap1l","RAB GTPase activating protein 1-like"
-1.67316986057372,3.19343983097944,8.37381038835192,0.0038066664986179,0.0190200552114594,"68948","Fam216a","family with sequence similarity 216, member A"
4.78752879701342,1.38533354823565,8.37354726409053,0.00380721767621465,0.0190200552114594,"329064","Pkd2l1","polycystic kidney disease 2-like 1"
-1.57279727115615,5.67677576700406,8.37323961234041,0.00380786223038836,0.0190200552114594,"13846","Ephb4","Eph receptor B4"
-1.58807151985225,8.58609789537853,8.37022262881158,0.00381418892843176,0.0190456372274678,"55989","Nop58","NOP58 ribonucleoprotein"
2.41234775807042,1.91065688141325,8.36121974305331,0.00383313186512502,0.0191341806684889,"100382","AW011738","expressed sequence AW011738"
-1.68151143757749,3.53433902586289,8.35930536646617,0.00383717222040491,0.0191466293491445,"12295","Cacnb1","calcium channel, voltage-dependent, beta 1 subunit"
1.70646409371371,6.85896354431411,8.358418495041,0.00383904546009491,0.0191466293491445,"13710","Elf3","E74-like factor 3"
1.88495455377343,4.52842733564728,8.35817964341865,0.00383955011875049,0.0191466293491445,"20321","Frrs1","ferric-chelate reductase 1"
-1.50555117667503,6.34049803416928,8.35774353879117,0.00384047171834903,0.0191466293491445,"66734","Map1lc3a","microtubule-associated protein 1 light chain 3 alpha"
2.56117332086168,3.63274868005102,8.35608131555991,0.0038439864812003,0.0191545203843897,"12189","Brca1","breast cancer 1, early onset"
1.70671885690478,8.16422918669691,8.35563617430338,0.00384492828556167,0.0191545203843897,"83925","Trps1","transcriptional repressor GATA binding 1"
1.97587566377351,2.18314463232851,8.35527598145791,0.00384569053275554,0.0191545203843897,"12263","C2","complement C2"
1.63896764328462,3.66837162303704,8.3525467271987,0.00385147123197414,0.0191772688563703,"53415","Htatip2","HIV-1 Tat interactive protein 2"
3.31035627014785,6.24668314429683,8.35171217499712,0.00385324062007451,0.019180036144774,"16854","Lgals3","lectin, galactose binding, soluble 3"
-1.58698135845108,6.39537851280693,8.35004507589391,0.00385677762089874,0.0191915974561347,"54635","Pdgfc","platelet-derived growth factor, C polypeptide"
-1.67743871136891,5.32922674667959,8.34927615418888,0.00385841011647264,0.0191927305937337,"16775","Lama4","laminin, alpha 4"
1.49269055063742,4.51959871608265,8.34830586768793,0.00386047113232602,0.0191927305937337,"14050","Eya3","EYA transcriptional coactivator and phosphatase 3"
1.48380667955352,4.5959711529407,8.34793579215783,0.00386125751632483,0.0191927305937337,"22088","Tsg101","tumor susceptibility gene 101"
-1.77892336383464,4.517100062596,8.34742531939883,0.00386234250180643,0.0191927305937337,"94353","Hmgn3","high mobility group nucleosomal binding domain 3"
1.67306839504371,8.62971070017697,8.34707961792138,0.0038630774499283,0.0191927305937337,"213053","Slc39a14","solute carrier family 39 (zinc transporter), member 14"
-3.16120428066236,-1.64867643826146,8.34468428104033,0.00386817375412677,0.0192092988449481,"211712","Pcdh9","protocadherin 9"
-4.95736202121267,0.94048136422515,8.34436986171722,0.00386884321839217,0.0192092988449481,"319973","A630077J23Rik","RIKEN cDNA A630077J23 gene"
2.42687997179549,0.267193312376527,8.34265764194045,0.00387249096034244,0.0192213715883329,"26358","Aldh1a7","aldehyde dehydrogenase family 1, subfamily A7"
-2.1287834324317,2.27289936178756,8.33499151485411,0.00388886595822878,0.0192850912650542,"215493","A3galt2","alpha 1,3-galactosyltransferase 2"
-2.19543764290569,1.90753344804504,8.33488962535223,0.0038890840698987,0.0192850912650542,"100169865","Gm10914","predicted gene 10914"
2.02053662105097,3.25480182588446,8.33443281766056,0.00389006209682254,0.0192850912650542,"104732","Tedc1","tubulin epsilon and delta complex 1"
3.17190894888086,-1.51180747139303,8.33416286643152,0.00389064018100355,0.0192850912650542,"11634","Aire","autoimmune regulator"
3.68877819564331,2.67998380066278,8.33379421473633,0.00389142976741697,0.0192850912650542,"225908","Myrf","myelin regulatory factor"
-1.59675670576803,7.36012981091383,8.33316787078977,0.00389277165863501,0.0192856938222783,"226551","Suco","SUN domain containing ossification factor"
-1.54843271513473,5.186778534398,8.32849170193995,0.00390280486035138,0.0193293412764003,"331623","Bend3","BEN domain containing 3"
2.02668245711943,2.25464646330293,8.32596611505974,0.0039082347047189,0.0193472164317722,"26447","Poli","polymerase (DNA directed), iota"
-2.39002699547442,0.799056892661078,8.32518073323519,0.00390992478969021,0.0193472164317722,"224796","Clic5","chloride intracellular channel 5"
1.42630286737877,5.18402671693963,8.32510553886096,0.00391008664155154,0.0193472164317722,"20425","Shmt1","serine hydroxymethyltransferase 1 (soluble)"
-1.94882369111332,1.49088462521459,8.32373006633657,0.0039130484754775,0.0193558116139112,"434246","Trim72","tripartite motif-containing 72"
-2.80591441421359,-1.07306710125132,8.32016071592798,0.00392074508428428,0.0193878145532005,"100503991","Acp4","acid phosphatase 4"
-2.76253579563958,-0.964066750051046,8.31869461999221,0.00392391089524685,0.019397399996397,"16520","Kcnj4","potassium inwardly-rectifying channel, subfamily J, member 4"
1.56196587879645,4.01524300945625,8.31801572201966,0.00392537775291586,0.0193985834918957,"268752","Wdfy2","WD repeat and FYVE domain containing 2"
3.24221982422268,5.6743603010941,8.31744459943592,0.00392661217826787,0.0193986179635341,"209588","Sectm1a","secreted and transmembrane 1A"
-1.47526440599623,4.91817094375101,8.31681857898024,0.00392796571369958,0.0193992406685338,"244548","Elmod2","ELMO/CED-12 domain containing 2"
-2.22875693449047,4.18881449732731,8.31091747675417,0.00394074799406548,0.0194562890653579,"242202","Pde5a","phosphodiesterase 5A, cGMP-specific"
2.51546387259774,0.803905677467458,8.309584135305,0.00394364197960367,0.0194592451683454,"319160","H4c12","H4 clustered histone 12"
-3.17215624298018,4.30800873491959,8.30950707365734,0.00394380930613834,0.0194592451683454,"18104","Nqo1","NAD(P)H dehydrogenase, quinone 1"
-2.35303074118458,2.12935189934047,8.30835252086636,0.00394631709023245,0.0194655416023825,"22113","Phlda2","pleckstrin homology like domain, family A, member 2"
-2.68492785641889,-1.12989971870262,8.30610848492678,0.00395119596408266,0.0194835260581474,"330790","Hapln4","hyaluronan and proteoglycan link protein 4"
1.52818706691846,5.5170399097962,8.30489971652136,0.00395382655233062,0.0194904163546579,"229782","Slc35a3","solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3"
-2.14735070144062,5.83795247719725,8.29543900608688,0.00397447711944027,0.0195832239426132,"18795","Plcb1","phospholipase C, beta 1"
3.95485834557622,1.25546125551362,8.29512830106833,0.00397515717556393,0.0195832239426132,"217682","Plekhd1","pleckstrin homology domain containing, family D (with coiled-coil domains) member 1"
-2.60888704850717,-1.14170514690404,8.2942671954512,0.00397704254073133,0.0195832239426132,"22635","Zan","zonadhesin"
5.78806679659825,3.87679171901178,8.29400808824798,0.00397761002630905,0.0195832239426132,"110135","Fgb","fibrinogen beta chain"
1.8287332141595,2.05949049817295,8.2931620849284,0.00397946348053837,0.0195862475385949,"68346","Sirt5","sirtuin 5"
2.26427117174127,4.51800744108996,8.29178922166683,0.00398247306855326,0.0195949577756587,"66109","Tspan13","tetraspanin 13"
1.6098115277679,6.5023857747694,8.28898555211201,0.00398862646331466,0.0196191262453237,"66624","Spcs2","signal peptidase complex subunit 2 homolog (S. cerevisiae)"
-1.64141070506928,4.73740699147713,8.28784773849735,0.00399112645523975,0.0196253150275697,"245666","Iqsec2","IQ motif and Sec7 domain 2"
-2.04272945416793,1.20556982781536,8.28679729441033,0.00399343589518539,0.019630563262056,"100041621","Ermardl1","ER membrane associated RNA degradation like 1"
-3.38298645969746,7.23130588563466,8.2860426927915,0.00399509575378151,0.0196326160736203,"18019","Nfatc2","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2"
-1.48230508166046,6.44983818732054,8.27955928040714,0.00400938594241439,0.0196967160192468,"17977","Ncoa1","nuclear receptor coactivator 1"
-2.11373053736935,1.88008190959192,8.27850612218189,0.00401171213029328,0.0196988196190153,"213121","Ankrd35","ankyrin repeat domain 35"
1.69933937833241,3.46982210108521,8.27823688560841,0.00401230703325805,0.0196988196190153,"101631","Pwwp2b","PWWP domain containing 2B"
-1.56262121935613,5.43562125197816,8.27721512647732,0.00401456552086773,0.0197037867986937,"212647","Aldh4a1","aldehyde dehydrogenase 4 family, member A1"
-1.81260062195405,6.34905654685204,8.2723283522041,0.00402538510627706,0.0197507563550458,"54366","Ctnnal1","catenin alpha like 1"
-1.69437781978903,4.14795155738912,8.2701775013097,0.00403015660700265,0.0197680307315549,"74648","S100pbp","S100P binding protein"
5.75178021448133,-1.12121134444266,8.26689591692145,0.00403744764636486,0.0197967157018763,"241612","Slc5a12","solute carrier family 5 (sodium/glucose cotransporter), member 12"
-1.89557505929238,3.71929416977151,8.26641828887523,0.0040385099609497,0.0197967157018763,"278097","Armcx6","armadillo repeat containing, X-linked 6"
1.55668699525944,4.72891619956675,8.26512631919163,0.00404138491580518,0.0197986223556364,"19341","Rab4a","RAB4A, member RAS oncogene family"
-1.56130249883791,6.91335947787826,8.26474479994248,0.0040422342895496,0.0197986223556364,"227937","Pkp4","plakophilin 4"
-2.77051865600578,-0.719149677791427,8.26366245889466,0.00404464488693078,0.0197986223556364,"69772","Bdh2","3-hydroxybutyrate dehydrogenase, type 2"
-2.39807176812906,3.96618905435181,8.26298017437762,0.00404616522734179,0.0197986223556364,"68262","Agpat4","1-acylglycerol-3-phosphate O-acyltransferase 4"
1.68443578049615,3.7564778354638,8.26251134013607,0.00404721027176353,0.0197986223556364,"257633","Acsf3","acyl-CoA synthetase family member 3"
2.14965736976814,2.04134752418428,8.26230663074462,0.00404766666076964,0.0197986223556364,"100861855","Gm16170","predicted gene 16170"
-1.85521596306285,2.16493101874297,8.26230592339715,0.00404766823785504,0.0197986223556364,"108115","Slco4a1","solute carrier organic anion transporter family, member 4a1"
-3.1223526339579,-1.49636776886798,8.26149965911602,0.0040494662724907,0.0198012886665975,"17173","Ascl2","achaete-scute family bHLH transcription factor 2"
1.87507643411202,3.305429707009,8.26065013676602,0.00405136165547729,0.0198044291998648,"12896","Cpt2","carnitine palmitoyltransferase 2"
-1.60682000648596,6.96796077260879,8.25982567611038,0.00405320198611485,0.0198072987596039,"18514","Pbx1","pre B cell leukemia homeobox 1"
1.47326629812703,4.55036171681698,8.25500060775819,0.0040639893960558,0.0198511150541936,"52013","R3hcc1l","R3H domain and coiled-coil containing 1 like"
-3.23323272168715,1.69758377233675,8.2546919954998,0.00406468035404774,0.0198511150541936,"17063","Muc13","mucin 13, epithelial transmembrane"
-4.15784236883665,-1.88471676358805,8.25054480350997,0.00407397718874311,0.0198845725631134,"71781","Slc16a14","solute carrier family 16 (monocarboxylic acid transporters), member 14"
2.42617789595455,1.73509071489273,8.24948810150057,0.00407634947387962,0.0198845725631134,"319181","H2bc8","H2B clustered histone 8"
-1.42941711585626,4.95092935855346,8.24946679392744,0.0040763973236179,0.0198845725631134,"224143","Poglut1","protein O-glucosyltransferase 1"
1.61521550608534,5.49863099426561,8.2485407332924,0.00407847750083586,0.0198845725631134,"407243","Peds1","plasmanylethanolamine desaturase 1"
-3.39904845020118,-0.982505786651997,8.24783878197609,0.00408005498893257,0.0198845725631134,"13512","Dsg3","desmoglein 3"
-1.45049200891062,5.45265460566942,8.24760381458932,0.00408058316745871,0.0198845725631134,"140579","Elmo2","engulfment and cell motility 2"
2.87435569201418,-1.39220631694201,8.24685363189913,0.00408226995399441,0.0198845725631134,"319182","H2bc9","H2B clustered histone 9"
3.44658831689462,0.982367087644627,8.24665580084949,0.00408271489552977,0.0198845725631134,"19716","Bex1","brain expressed X-linked 1"
1.59028526231159,4.07700574116044,8.24608812595386,0.00408399192634358,0.0198845725631134,"16912","Psmb9","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
-2.18323130792412,0.19210556811963,8.24603429545472,0.00408411304352481,0.0198845725631134,"16559","Kif17","kinesin family member 17"
1.52931005185626,6.16178796075655,8.24373879261003,0.00408928126629208,0.0199036036749245,"11764","Ap1b1","adaptor protein complex AP-1, beta 1 subunit"
-1.35851239344617,5.61719043986891,8.23732306650225,0.00410376131319297,0.0199679322024944,"17258","Mef2a","myocyte enhancer factor 2A"
3.37155721551008,4.62726377245712,8.2367048847274,0.00410515927885886,0.0199685864090752,"213696","Duoxa1","dual oxidase maturation factor 1"
1.36391727155549,5.48807338770384,8.23464379613539,0.00410982375855594,0.0199851245169902,"27355","Pald1","phosphatase domain containing, paladin 1"
1.57497154395502,3.90665545401016,8.23347791128703,0.00411246467766893,0.0199918153693878,"319945","Flad1","flavin adenine dinucleotide synthetase 1"
-1.45549467178661,5.05237193059846,8.23071335028654,0.00411873376371196,0.0200161341948659,"14866","Gstm5","glutathione S-transferase, mu 5"
2.43048919264327,2.50138015444359,8.22909269960172,0.00412241337043846,0.0200278576410727,"68241","Mcrip2","MAPK regulated corepressor interacting protein 2"
-2.85601257928145,2.30130340396066,8.22565678377921,0.00413022551524836,0.0200596447581392,"20618","Sncg","synuclein, gamma"
2.39964423544817,-0.43727850572846,8.22457576328911,0.00413268651556816,0.0200638999674551,"12044","Bcl2a1a","B cell leukemia/lymphoma 2 related protein A1a"
-1.51602383705542,5.1820698776979,8.22409821255838,0.00413377416026588,0.0200638999674551,"70925","Cdkn2aip","CDKN2A interacting protein"
3.986511259664,3.33889311749518,8.22359951090968,0.00413491028815498,0.0200638999674551,"71690","Esm1","endothelial cell-specific molecule 1"
2.08162359494632,1.94998841961172,8.22176410509169,0.00413909439512674,0.0200780380050899,"319765","Igf2bp2","insulin-like growth factor 2 mRNA binding protein 2"
1.81159093971531,4.43139591182014,8.22056964175076,0.00414181968350236,0.0200850930586288,"17714","Grpel2","GrpE-like 2, mitochondrial"
-2.95000592255148,-1.634641747498,8.21627763422035,0.00415162741049474,0.0201248346921109,"208151","Tmem132b","transmembrane protein 132B"
-2.66724993060238,-0.947715625382513,8.21586929087257,0.00415256175214969,0.0201248346921109,"66901","Proz","protein Z, vitamin K-dependent plasma glycoprotein"
2.45815261830307,0.86367357619818,8.21455042999163,0.00415558093611695,0.0201332928002429,"217698","Acot5","acyl-CoA thioesterase 5"
-2.92505222673594,5.26666669157078,8.21236876373475,0.00416058019072349,0.0201513359896396,"18491","Pappa","pregnancy-associated plasma protein A"
-1.91658802124551,2.60071322580944,8.21078285177916,0.00416421812517604,0.0201627767310913,"192187","Stab1","stabilin 1"
-1.76690272930688,8.5642256299769,8.20622220145623,0.00417469788471971,0.0202073278315805,"16362","Irf1","interferon regulatory factor 1"
2.13312577079965,5.90082704163464,8.20329944152078,0.00418142810258932,0.0202337078179184,"100855","Tbc1d14","TBC1 domain family, member 14"
1.67913946305315,5.56955916295332,8.20185552398152,0.00418475707526111,0.0202436182483706,"22234","Ugcg","UDP-glucose ceramide glucosyltransferase"
1.41198557927256,5.17783939211243,8.20063642997114,0.0041875698141441,0.0202439265119701,"217207","Dhx8","DEAH-box helicase 8"
-2.01826253852339,0.88537310356359,8.20059870170974,0.00418765689287686,0.0202439265119701,"194309","Vps37d","vacuolar protein sorting 37D"
-1.91596287397355,3.8342837116596,8.20016258324734,0.00418866361010772,0.0202439265119701,"213393","Depp1","DEPP1 autophagy regulator"
-2.23153273479669,1.46310091724679,8.19904925978898,0.00419123467560359,0.0202490748323239,"237711","Eml6","echinoderm microtubule associated protein like 6"
2.5232407687382,9.43380048821371,8.19859189014932,0.00419229137252365,0.0202490748323239,"12266","C3","complement component 3"
-1.57044322550522,5.10722888554963,8.19664234518131,0.00419679860117653,0.0202646517241045,"214444","Cdk5rap2","CDK5 regulatory subunit associated protein 2"
1.44597981309139,6.12954143900797,8.19278101451807,0.00420574032549097,0.0203016249554244,"231876","Lmtk2","lemur tyrosine kinase 2"
2.59540283509827,7.79551504383228,8.19066241539011,0.0042106546238159,0.0203191406640569,"56473","Fads2","fatty acid desaturase 2"
2.41138531914299,-0.0741762649586003,8.18904824259601,0.00421440277845732,0.0203310199971732,"77462","Tmem116","transmembrane protein 116"
-2.46737781958723,0.253072367242102,8.18697214376187,0.00421922853164099,0.0203480890186311,"14613","Gja5","gap junction protein, alpha 5"
-2.37412587840985,-0.955545922784611,8.18605131745571,0.00422137073111794,0.0203522095895631,"15436","Hoxd4","homeobox D4"
-1.66465554329597,6.35172020847249,8.18173246235807,0.00423143284716727,0.0203944997610953,"14252","Flot2","flotillin 2"
-2.31123606757058,2.67655803194375,8.17996470149349,0.00423555843391824,0.0204081602102573,"59031","Chst12","carbohydrate sulfotransferase 12"
2.06486339192463,2.68377125473363,8.1793582329514,0.00423697474861643,0.0204087622453929,"14380","G6pd2","glucose-6-phosphate dehydrogenase 2"
-2.40285392064303,1.45340139046845,8.17367526684303,0.00425026989434613,0.0204665647197581,"271849","Shc4","SHC (Src homology 2 domain containing) family, member 4"
1.86966890349446,2.08235645678399,8.17256342634222,0.00425287597784611,0.0204688114897642,"73689","Bloc1s2","biogenesis of lysosomal organelles complex-1, subunit 2"
-2.88723413358786,-0.386789072684362,8.17226130671181,0.00425358440806402,0.0204688114897642,"224344","Rbm11","RNA binding motif protein 11"
-1.6046091805635,4.17941743993731,8.17181891333701,0.00425462197822548,0.0204688114897642,"272589","Tbcel","tubulin folding cofactor E-like"
-3.55479935751347,0.538903127631145,8.17078231589212,0.00425705417791449,0.0204742800449667,"16178","Il1r2","interleukin 1 receptor, type II"
-1.51112573126452,5.83560349176214,8.16300098940216,0.00427535698366413,0.0205560516488676,"68303","Fam114a1","family with sequence similarity 114, member A1"
2.7235840471168,6.04207354848136,8.15934192304922,0.00428399130710641,0.0205913012826976,"108079","Prkaa2","protein kinase, AMP-activated, alpha 2 catalytic subunit"
2.01409105808538,1.516449641542,8.1560238339954,0.00429183636998806,0.0206227369994805,"52480","Snhg14","small nucleolar RNA host gene 14"
1.43351837918277,4.87341779774327,8.15385309481156,0.00429697662904835,0.0206411185044639,"20648","Snta1","syntrophin, acidic 1"
2.31034744259744,1.5757672868061,8.15330566552195,0.00429827391788097,0.0206411185044639,"58176","Rhbg","Rhesus blood group-associated B glycoprotein"
3.53957641452965,-0.76492476606251,8.15230640093128,0.0043006429867115,0.0206462216773963,"239029","Antxrl","anthrax toxin receptor-like"
2.7521288458003,1.34642085166782,8.15061053585322,0.00430466660713104,0.0206592623926811,"231238","Sel1l3","sel-1 suppressor of lin-12-like 3 (C. elegans)"
-2.37706923301427,1.29509169697642,8.14715457441237,0.00431287810965752,0.0206923878703787,"56279","Dipk1b","divergent protein kinase domain 1B"
5.23087914832015,-1.86936532462158,8.14584240992339,0.00431600003989747,0.0207010818302093,"20129","Rptn","repetin"
-1.57123362488184,6.96913179281825,8.14464076173462,0.00431886104536811,0.0207085194056425,"74194","Rnd3","Rho family GTPase 3"
2.59152377619459,1.0867812494383,8.14104187378399,0.00432744119684955,0.020743366901732,"13482","Dpp4","dipeptidylpeptidase 4"
-2.0228989654606,2.77996302866162,8.13893901567323,0.0043324626758119,0.0207489805673984,"72480","Tspyl4","TSPY-like 4"
2.2743670370083,-0.498823421317267,8.13815163795812,0.00433434440504581,0.0207489805673984,"228139","P2rx3","purinergic receptor P2X, ligand-gated ion channel, 3"
1.39867712828284,4.96442190967404,8.13811591453926,0.00433442979904898,0.0207489805673984,"66972","Slc25a23","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
2.01108989534373,5.56329377967644,8.13802805998044,0.00433463981569852,0.0207489805673984,"17218","Mcm5","minichromosome maintenance complex component 5"
-1.47589778012944,6.15288576511322,8.13780345570402,0.00433517678015372,0.0207489805673984,"12175","Bnip2","BCL2/adenovirus E1B interacting protein 2"
-3.14859998325199,-1.58680360282869,8.135509615656,0.00434066457311188,0.0207689563770694,"11859","Phox2a","paired-like homeobox 2a"
-3.22114760223865,0.44825585985268,8.13246220050751,0.00434796616300584,0.0207823779384405,"100038668","Gm12526","predicted gene 12526"
-2.6541469472047,-1.11117306477746,8.13237643774858,0.00434817183090427,0.0207823779384405,"58243","Nap1l5","nucleosome assembly protein 1-like 5"
-1.5102056371224,7.3548972550315,8.13230401104556,0.00434834552528545,0.0207823779384405,"69053","Hapstr1","HUWE1 associated protein modifying stress responses"
-2.29437886243164,0.173943020044338,8.13214383804852,0.00434872967871568,0.0207823779384405,"18574","Pde1b","phosphodiesterase 1B, Ca2+-calmodulin dependent"
1.64182280382715,4.02145671289788,8.13087167351361,0.00435178202178904,0.0207906780750768,"664968","Tmem238","transmembrane protein 238"
-1.41302310649472,4.94772218022458,8.13019867561918,0.00435339764813589,0.0207921113421395,"13619","Phc1","polyhomeotic 1"
-2.30607253084212,1.50573045840403,8.12656702641426,0.00436212647842165,0.0208275066057329,"243300","Nyap1","neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1"
-2.52672339452154,-0.316268243656419,8.12425548689592,0.00436769164422632,0.0208477797479169,"13592","Ebf2","early B cell factor 2"
-1.48328292053769,4.5978489358963,8.11926901945406,0.00437972148274769,0.0208939289679169,"67116","Cuedc2","CUE domain containing 2"
-2.63280800514496,-0.552985621646566,8.1191519908909,0.00438000421859711,0.0208939289679169,"66323","1700001K19Rik","RIKEN cDNA 1700001K19 gene"
1.83986466247278,5.81675002564039,8.11834741396957,0.0043819485440724,0.0208968964364877,"17219","Mcm6","minichromosome maintenance complex component 6"
2.64655799031595,2.10550294220922,8.11573267522676,0.00438827334284989,0.0209207456743287,"235283","Gramd1b","GRAM domain containing 1B"
-3.108316223394,-0.875980452843441,8.11091682845582,0.00439994674230185,0.0209593845383725,"72131","2010310C07Rik","RIKEN cDNA 2010310C07 gene"
1.65011052503657,6.3970658862956,8.11079277748973,0.00440024785367617,0.0209593845383725,"217344","Rhbdf2","rhomboid 5 homolog 2"
-2.2678790925215,-0.422392891336451,8.11074792149248,0.00440035673869399,0.0209593845383725,"217262","Abca9","ATP-binding cassette, sub-family A member 9"
2.70315471679526,0.553716782149669,8.11018013936286,0.00440173523005521,0.0209596334967739,"12279","C9","complement component 9"
3.32455990241303,7.5228326394231,8.10814519604532,0.00440667938532039,0.0209768557245794,"69047","Atp2c2","ATPase, Ca++ transporting, type 2C, member 2"
-1.60099670896402,5.93036726423444,8.10569332015374,0.00441264404282296,0.0209989239544637,"230088","Atosb","atos homolog B"
3.82700173760265,-1.80162658307276,8.10272569753391,0.00441987434961103,0.0210270000666023,"20669","Sox14","SRY (sex determining region Y)-box 14"
-2.08982776427434,2.77460671517516,8.09702771018529,0.00443379074162434,0.021086857923753,"69288","Rhobtb1","Rho-related BTB domain containing 1"
2.7643740228823,5.32074731723869,8.09571873468656,0.00443699399451329,0.0210946809857495,"52710","Slc52a2","solute carrier protein 52, member 2"
1.74970081725085,5.95026860660927,8.09526488489341,0.00443810518081606,0.0210946809857495,"319520","Dusp4","dual specificity phosphatase 4"
-2.02900801495104,2.99804166231164,8.09412173624804,0.00444090527256137,0.021097216068309,"54651","Usp27x","ubiquitin specific peptidase 27, X chromosome"
3.65519722903295,1.74759651243481,8.09378627455872,0.00444172731236988,0.021097216068309,"100038464","Gm15441","predicted gene 15441"
-2.36259999313202,0.790384969490705,8.09341253932789,0.00444264332291397,0.021097216068309,"78619","Zfp449","zinc finger protein 449"
-2.78666339675693,-1.0400354839088,8.09059313638468,0.00444955977157882,0.0211237136167112,"93716","Pcdhga8","protocadherin gamma subfamily A, 8"
-2.50848356825851,0.520457473476558,8.0869929142346,0.00445840763666185,0.0211593616485898,"12159","Bmp4","bone morphogenetic protein 4"
1.74258228463242,3.2677761486285,8.08396535343585,0.00446586200119386,0.021188376783809,"70729","Nos1ap","nitric oxide synthase 1 (neuronal) adaptor protein"
-2.16163563157695,4.44242158076035,8.07987148580163,0.00447596197954683,0.0212299229065901,"66259","Camk2n1","calcium/calmodulin-dependent protein kinase II inhibitor 1"
-1.77306269885365,3.37661994045641,8.07750746261372,0.00448180484980951,0.0212465583615268,"78795","Armc9","armadillo repeat containing 9"
-1.76174888228696,2.89539936484044,8.07736466480901,0.00448215803450583,0.0212465583615268,"19309","Pygm","muscle glycogen phosphorylase"
-3.18157694454198,-1.64636837214903,8.07603128988691,0.00448545726574393,0.0212558220773065,"100038537","Gm16503","predicted gene 16503"
-2.26867183345256,2.08902875141185,8.07167709953493,0.00449624827275211,0.0213005718532897,"110891","Slc8a2","solute carrier family 8 (sodium/calcium exchanger), member 2"
-1.58131551041974,9.38169194462642,8.06947743434364,0.00450170975831811,0.0213132615608162,"11804","Aplp2","amyloid beta precursor-like protein 2"
-2.00232268945761,1.2494364927226,8.06900983068298,0.00450287162838729,0.0213132615608162,"93891","Pcdhb20","protocadherin beta 20"
